"source_block","brand","product_line_model","source_sku_reference","category","configuration_family","configuration_raw","needle_diameter_mm","needle_diameter_raw","needle_count","needle_count_raw","taper","presentation","application","brazil_market_evidence","source_reference","variant_level","data_status","sort_category","sort_brand","sort_line","sort_configuration","sort_count","sort_diameter"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Indicador químico tipo 4 para VH2O2","CD40 VH2O2","Indicador químico / tipo 4","","Indicador químico tipo 4","","dimensões e quantidade não publicadas","","não aplicável","não aplicável","não publicado","Monitoramento químico de processo VH2O2, conforme categoria publicada","Presença comercial no Brasil confirmada; parâmetros de aceitação não publicados na página","Sispack — Produtos","família/modelo","Pendente de validação de SKU","indicador químico / tipo 4","sispack","indicador químico tipo 4 para vh2o2","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Integrador químico para vapor Attest","1243A","Indicador químico / tipo 5","","Integrador químico","","dimensões não publicadas","","não aplicável","não aplicável","não publicado","Integração de parâmetros do processo a vapor; confirmar IFU","Produto listado oficialmente no Brasil; especificação detalhada não publicada na categoria","3M Brasil — catálogo","família/modelo","Pendente de validação de SKU","indicador químico / tipo 5","3m / solventum","integrador químico para vapor attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Integrador químico para vapor Attest","1243B","Indicador químico / tipo 5","","Integrador químico","","dimensões não publicadas","","não aplicável","não aplicável","caixa com 100 unidades quando nessa apresentação","Integração de parâmetros do processo a vapor","Identificação brasileira HB004747505 para a versão geral e H0001931551 para caixa com 100; confirmar SKU de compra","3M Brasil — 1243B, 3M Brasil — caixa 100","família/modelo","Fonte técnica modelada","indicador químico / tipo 5","3m / solventum","integrador químico para vapor attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Indicador químico para VH2O2 Comply","1248","Indicador químico / VH2O2","","Indicador químico","","dimensões e quantidade não publicadas","","não aplicável","não aplicável","não publicado","Monitoramento químico para VH2O2; confirmar finalidade exata na IFU","Produto publicado oficialmente no Brasil; detalhes de apresentação não publicados na categoria","3M Brasil — catálogo","família/modelo","Pendente de validação de SKU","indicador químico / vh2o2","3m / solventum","indicador químico para vh2o2 comply","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Fita branca adesiva para vapor","M332","Indicador/insumo de embalagem","","Fita branca adesiva","","19 mm x 50 m","","não aplicável","não aplicável","rolo de 50 m","Fechamento/identificação de embalagens para vapor; confirmar se possui indicador de processo na apresentação adquirida","Presença e especificação confirmadas na página brasileira","3M Brasil — M332","família/modelo","Fonte técnica modelada","indicador/insumo de embalagem","3m / solventum","fita branca adesiva para vapor","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Lumênia L2","não publicado","Indicadores de limpeza / indicador","","não publicado","","não aplicável","","não aplicável","não aplicável","não publicado","Indicador de limpeza; uso usual, confirmar com fabricante","Presença comercial no Brasil confirmada; princípio de leitura e compatibilidade não publicados","Sispack — Produtos","família/modelo","Pendente de validação de SKU","indicadores de limpeza / indicador","sispack","lumênia l2","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Pro 1 Endo","não publicado","Indicadores de limpeza / indicador","","não publicado","","não aplicável","","não aplicável","não aplicável","não publicado","Indicador de limpeza; finalidade exata e método não publicados","Presença comercial no Brasil confirmada; especificação técnica insuficiente para definir ciclo ou critério de aceitação","Sispack — Produtos","família/modelo","Pendente de validação de SKU","indicadores de limpeza / indicador","sispack","pro 1 endo","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","CDWA-3","CDWA-3","Indicadores de limpeza / indicador químico","","Indicador químico de limpeza para lavadoras automatizadas","","não aplicável","","não aplicável","não aplicável","não publicado","Monitoramento de limpeza em lavadoras automatizadas, conforme nome publicado","Presença comercial no Brasil confirmada; classe, composição e critérios de interpretação não publicados na página","Sispack — Produtos","família/modelo","Pendente de validação de SKU","indicadores de limpeza / indicador químico","sispack","cdwa-3","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Fita adesiva peróxido de hidrogênio","CT40","Indicadores químicos / fita","","Fita adesiva indicadora para VH2O2","","dimensões não publicadas","","não aplicável","não aplicável","rolo/fita; quantidade não publicada","Indicação de exposição a peróxido de hidrogênio vaporizado; não presumir validade para vapor","Presença comercial no Brasil confirmada; detalhes de mudança de cor não publicados","Sispack — Produtos","família/modelo","Referência técnica — validar Brasil/SKU","indicadores químicos / fita","sispack","fita adesiva peróxido de hidrogênio","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Fita adesiva vapor tipo 1 1042-S ADERE","1042-S","Indicadores químicos / fita tipo 1","","Fita adesiva indicadora para vapor","","largura, comprimento e unidade de venda não publicados","","não aplicável","não aplicável","rolo/fita; quantidade não publicada","Diferenciação visual de material exposto ao processo a vapor; não substitui indicador interno ou biológico","Presença comercial no Brasil confirmada; especificação do rolo não publicada","Sispack — Produtos","família/modelo","Fonte técnica modelada","indicadores químicos / fita tipo 1","sispack","fita adesiva vapor tipo 1 1042-s adere","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Butter","não publicado","Insumo; butter/glide","","Pomada/deslizante para trabalho","","","","","","apresentação e volume não publicados na página inicial","Lubrificação e proteção durante o trabalho, conforme descrição “all-stage performance” do fabricante","Fabricante possui distribuidores no Brasil, mas a fonte não confirma estoque local [3] [4]","","família/modelo","Fonte técnica modelada","insumo; butter/glide","dynamic","dynamic butter","999","999","00099"
"Tintas importadas","INTENZE","Color Mixing Solution","não publicado","Insumo; solução de mistura","","Solução líquida","","","","","","1 oz, 4 oz e 12 oz","Diluição/sombreamento, conforme associação publicada pelo fabricante","Especificação confirmada; presença comercial brasileira não confirmada [5]","","família/modelo","Referência técnica — validar Brasil/SKU","insumo; solução de mistura","intenze","color mixing solution","999","999","00099"
"Pós-tatuagem: filmes, curativos, sabonetes, cremes e kits de cuidados","H2Ocean","Extreme Tattoo Care Kit","não publicado na página consultada","Kit de cuidados pós-tatuagem, sistema de 3 etapas","","Blue Green Foam Soap + Ocean Care moisturizer + Aquatat ointment","","","","","","1,7 oz sabonete + 74 g hidratante + 1,75 oz pomada","Fabricante orienta sabonete 3–4 vezes/dia, Aquatat nos dois primeiros dias e Ocean Care desde o terceiro; direcionado a áreas extremas/pele seca segundo a própria descrição","Produto publicado pelo fabricante; presença comercial no Brasil não confirmada","","família/modelo","Referência técnica — validar Brasil/SKU","kit de cuidados pós-tatuagem, sistema de 3 etapas","h2ocean","extreme tattoo care kit","999","999","00099"
"Pós-tatuagem: filmes, curativos, sabonetes, cremes e kits de cuidados","H2Ocean","Ultimate Tattoo Care Kit","não publicado na página consultada","Kit de cuidados pós-tatuagem, sistema de 3 etapas","","Blue Green Foam Soap + Ocean Care lotion + Ocean Foam","","","","","","Kit completo; quantidades individuais não detalhadas na página consultada","Fabricante descreve cuidado de todas as fases; sabonete 3–4 vezes/dia, loção após limpeza e Ocean Foam a partir do dia 2; indica uso em tatuagens de sombreado leve a costas inteiras","Produto publicado pelo fabricante; presença comercial no Brasil não confirmada","","família/modelo","Referência técnica — validar Brasil/SKU","kit de cuidados pós-tatuagem, sistema de 3 etapas","h2ocean","ultimate tattoo care kit","999","999","00099"
"Pós-tatuagem: filmes, curativos, sabonetes, cremes e kits de cuidados","Tattoo Goo","Tattoo Essentials Bundle","não publicado na página consultada","Kit/bundle pós-tatuagem","","Composição exata: não publicada na página consultada","","","","","","Bundle; quantidade de componentes não publicada na ficha consultada","Uso usual, confirmar com fabricante: conjunto de produtos de aftercare; não cadastrar componentes sem confirmar a composição vigente do bundle","Existência do bundle confirmada; composição e presença no Brasil não confirmadas","","família/modelo","Referência técnica — validar Brasil/SKU","kit/bundle pós-tatuagem","tattoo goo","tattoo essentials bundle","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Proton","Blue Soap","não publicado","Limpeza durante procedimento","","líquido","","","","","","500 ml / 17 oz","Sabonete para limpeza; indicação técnica detalhada não publicada na listagem — uso usual, confirmar com fabricante","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Proton Blue Soap","família/modelo","Referência técnica — validar Brasil/SKU","limpeza durante procedimento","proton","blue soap","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Hustle Butter","Foaming Tattoo Soap / Hustle Bubbles Foaming Soap — 7 fl oz","não publicado","Limpeza durante procedimento / sabonete espumante","","espuma pronta para uso","","","","","","7 fl oz; unidade","Limpador para tatuagem; o fabricante o descreve como cleanser eficaz e substituto de green soap. Uso durante a limpeza do procedimento; seguir rótulo","Presença comercial brasileira não confirmada; especificação de 7 fl oz confirmada pelo fabricante","Hustle Butter — Foaming Tattoo Soap","família/modelo","Referência técnica — validar Brasil/SKU","limpeza durante procedimento / sabonete espumante","hustle butter","foaming tattoo soap / hustle bubbles foaming soap — 7 fl oz","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","SkinCare","Ease Clean — Skin Care Tattoo","não publicado","Limpeza durante procedimento / sabonete líquido","","líquido pronto para uso em garrafa","","","","","","1 L; garrafa","Sabonete à base de arnica, calêndula e camomila; ficha indica uso em qualquer momento do processo de aplicação da tatuagem e aplicação de camada fina, aguardando alguns minutos","Presença comercial no Brasil confirmada por distribuidor; volume, composição declarada e pronto-uso confirmados pelo distribuidor","Equipa Art — Ease Clean 1 L","família/modelo","Fonte técnica modelada","limpeza durante procedimento / sabonete líquido","skincare","ease clean — skin care tattoo","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Penny Black","Foam Wash — Bubblegum","não publicado","Limpeza durante procedimento; espuma","","espuma pronta para uso","","","","","","200 ml, apesar do slug mencionar 150 ml; priorizar título exibido e confirmar embalagem","Foam wash para limpeza; fragrância Bubblegum publicada; uso usual, confirmar com fabricante","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Bubblegum","família/modelo","Referência técnica — validar Brasil/SKU","limpeza durante procedimento; espuma","penny black","foam wash — bubblegum","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Penny Black","Foam Wash — Raspberry","não publicado","Limpeza durante procedimento; espuma","","espuma pronta para uso","","","","","","200 ml","Foam wash para limpeza; fragrância Raspberry publicada; uso usual, confirmar com fabricante","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Raspberry","família/modelo","Referência técnica — validar Brasil/SKU","limpeza durante procedimento; espuma","penny black","foam wash — raspberry","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Biotat","Numbing Green Soap Concentrated","não publicado","Limpeza durante procedimento; green soap concentrado","","concentrado líquido","","","","","","tamanhos/volumes variáveis; não publicados integralmente na página de categoria","Produto listado como green soap concentrado com efeito anestésico pela linha; não cadastrar alegação anestésica sem rótulo/ficha regulatória","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Hygiene & Cleaning","família/modelo","Referência técnica — validar Brasil/SKU","limpeza durante procedimento; green soap concentrado","biotat","numbing green soap concentrated","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Biotat","Numbing Green Soap Ready to Use","não publicado","Limpeza durante procedimento; sabonete pronto para uso","","líquido pronto para uso","","","","","","500 ml","Produto listado como green soap pronto para uso; finalidade detalhada e alegações anestésicas devem ser validadas no rótulo/ficha","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Ready to Use 500 ml","família/modelo","Referência técnica — validar Brasil/SKU","limpeza durante procedimento; sabonete pronto para uso","biotat","numbing green soap ready to use","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Kit de pistola de ar e água com régua e 9 bicos","não publicado","Limpeza e secagem / kit","","Pistola de ar e água, régua e 9 bicos","","não publicado","","9 bicos","não aplicável","kit","Limpeza e secagem de instrumentais; uso usual, confirmar compatibilidade com instrumental e fonte de ar/água","Presença comercial no Brasil confirmada; composição de materiais e dimensões não publicadas","Sispack — Produtos","família/modelo","Fonte técnica modelada","limpeza e secagem / kit","sispack","kit de pistola de ar e água com régua e 9 bicos","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Pistola pressurizada PS 20","PS 20","Limpeza e secagem / pistola","","Pistola pressurizada","","não publicado","","não aplicável","não aplicável","unidade","Equipamento para limpeza e secagem; parâmetros de uso não publicados","Fabricante/distribuidor com site e contatos no Brasil; especificação confirmada apenas quanto ao nome e função publicada","Sispack — Produtos","família/modelo","Fonte técnica modelada","limpeza e secagem / pistola","sispack","pistola pressurizada ps 20","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Pistola pressurizada PS 30","PS 30","Limpeza e secagem / pistola","","Pistola pressurizada","","não publicado","","não aplicável","não aplicável","unidade","Equipamento para limpeza e secagem; uso usual, confirmar com fabricante","Presença comercial no Brasil confirmada pelo catálogo nacional; especificações dimensionais não publicadas","Sispack — Produtos","família/modelo","Fonte técnica modelada","limpeza e secagem / pistola","sispack","pistola pressurizada ps 30","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Unistar","Green Soap","não publicado","Limpeza/preparo de pele","","líquido","","","","","","1 L / 1000 ml","Green soap para limpeza; indicação detalhada e diluição não publicadas na página consultada — uso usual, confirmar com fabricante","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Unistar Green Soap","família/modelo","Referência técnica — validar Brasil/SKU","limpeza/preparo de pele","unistar","green soap","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Cosco","Tincture of Green Soap","não publicado","Limpeza/preparo de pele; green soap concentrado","","líquido concentrado","","","","","","473 ml e 3,75 L (1 gallon)","Limpeza/preparo e uso em stencil conforme distribuidor; diluição exata deve seguir rótulo/ficha do fabricante","Presença comercial em distribuidor internacional reconhecido; presença comercial brasileira não confirmada","Barber DTS — 473 ml; Barber DTS — 1 gallon","família/modelo","Referência técnica — validar Brasil/SKU","limpeza/preparo de pele; green soap concentrado","cosco","tincture of green soap","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Panthera","Green Soap Concentrate","não publicado","Limpeza/preparo de pele; green soap concentrado","","concentrado líquido","","","","","","500 ml e 1 L, conforme listagem do distribuidor","Sabonete verde concentrado para limpeza; diluição e modo de uso não detalhados na listagem consultada — uso usual, confirmar com fabricante","Presença comercial em distribuidor reconhecido; presença brasileira não confirmada","Barber DTS — Hygiene & Cleaning","família/modelo","Referência técnica — validar Brasil/SKU","limpeza/preparo de pele; green soap concentrado","panthera","green soap concentrate","999","999","00099"
"Pós-tatuagem: filmes, curativos, sabonetes, cremes e kits de cuidados","Hustle Butter","Daily Rejuvenating Lotion","não publicado na página consultada","Loção hidratante para cuidado diário","","Loção","","","","","","3 fl oz e apresentação regular sem volume explicitado no trecho consultado","Cuidado diário para pele e tatuagens cicatrizadas; para tatuagem recém-feita, classificar como uso usual e confirmar protocolo","Especificação confirmada; presença no Brasil não confirmada","","família/modelo","Referência técnica — validar Brasil/SKU","loção hidratante para cuidado diário","hustle butter","daily rejuvenating lotion","999","999","00099"
"Pós-tatuagem: filmes, curativos, sabonetes, cremes e kits de cuidados","Tattoo Goo","Tattoo Care Lotion","não publicado na página consultada","Loção hidratante pós-tatuagem","","Loção","","","","","","Não publicado","Uso usual, confirmar com fabricante: hidratação de pele tatuada; a própria página do sabonete recomenda combinar com balm ou lotion, mas não publica ficha completa desta linha","Existência da linha confirmada; especificação detalhada e presença no Brasil não confirmadas","","família/modelo","Pendente de validação de SKU","loção hidratante pós-tatuagem","tattoo goo","tattoo care lotion","999","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Cheyenne","HAWK Spirit","não publicado","Máquina rotativa","","formato angular; motor com escovas; conexão jack macho 3,5 mm","","grips S 22,0 mm ou M 25,4 mm","","não aplicável","não publicado","unidade; grips vendidos/variantes de cor","lining, color packing, shading, filling, dot work e pepper shading; intensidades comparativas publicadas pelo fabricante","especificação confirmada; presença comercial no Brasil não confirmada nesta pesquisa","Cheyenne comparison","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa","cheyenne","hawk spirit","999","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Cheyenne","HAWK Thunder","não publicado","Máquina rotativa","","formato angular; motor com escovas; jack macho 3,5 mm","","grips S 22,0 mm ou M 25,4 mm","","não aplicável","não publicado","unidade; grips e cores publicados","lining, color packing, shading, filling, dot work e pepper shading; uso técnico indicado na tabela do fabricante","especificação confirmada; presença comercial no Brasil não confirmada nesta pesquisa","Cheyenne comparison","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa","cheyenne","hawk thunder","999","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Cheyenne","SOL Luna","não publicado","Máquina rotativa angular","","formato angular; motor brushless; Steady Mode; jack macho 3,5 mm","","S 22,4 mm; M 25,4 mm; L 33,0 mm","","não aplicável","não publicado","unidade; grips por tamanho","lining, color packing, shading, filling, dot work e pepper shading; uso técnico conforme tabela do fabricante","especificação confirmada; presença comercial no Brasil não confirmada nesta pesquisa","Cheyenne comparison","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa angular","cheyenne","sol luna","999","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Cheyenne","SOL Terra","não publicado","Máquina rotativa angular","","formato angular; motor brushless; Steady Mode; jack macho 3,5 mm","","S 22,4 mm; M 25,4 mm; L 33,0 mm","","não aplicável","não publicado","unidade; grips por tamanho","lining, color packing, shading, filling, dot work e pepper shading; uso técnico conforme tabela do fabricante","especificação confirmada; presença comercial no Brasil não confirmada nesta pesquisa","Cheyenne comparison","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa angular","cheyenne","sol terra","999","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Bishop","Power Wand Advanced — Liner","não publicado","Máquina rotativa sem fio","","pen; curso fixo 5,0 mm; conexão magnética Snap; bateria Critical Connect","","diâmetro do corpo/grip não publicado","","não aplicável","não publicado","máquina; Full Set com baterias Standard/Shorty, dock, cabo e case","line work de todos os tipos, 3RL shading, black work e dot work","especificação confirmada; presença comercial no Brasil não confirmada nesta pesquisa","Bishop Power Wand Advanced","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa sem fio","bishop","power wand advanced — liner","999","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Bishop","Power Wand Advanced — Packer","não publicado","Máquina rotativa sem fio","","pen; curso fixo 4,2 mm; conexão magnética Snap; bateria Critical Connect","","diâmetro do corpo/grip não publicado","","não aplicável","não publicado","máquina; Full Set com baterias Standard/Shorty, dock, cabo e case","color packing, color realism, traditional color packing, saturação de tinta e linhas finas ou bold lines","especificação confirmada; presença comercial no Brasil não confirmada nesta pesquisa","Bishop Power Wand Advanced","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa sem fio","bishop","power wand advanced — packer","999","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Bishop","Power Wand Advanced — Shader","não publicado","Máquina rotativa sem fio","","pen; curso fixo 3,5 mm; conexão magnética Snap; bateria Critical Connect","","diâmetro do corpo/grip não publicado na página consultada","","não aplicável","não publicado","máquina; opção de kit Full Set com bateria Standard ou Shorty, dock, cabo magnético e case","black & grey, gradientes suaves, trabalho delicado e fine line, conforme fabricante","especificação confirmada; presença comercial no Brasil não confirmada nesta pesquisa","Bishop Power Wand Advanced","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa sem fio","bishop","power wand advanced — shader","999","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Cheyenne","SOL Nova Unlimited 3.5","não publicado","Máquina rotativa sem fio tipo pen","Soft Edge / Curved Magnum","pen; brushless; bateria integrada/sem plug publicado na tabela","","Standard 33,0 mm; Disposable Grip Ergo 1-Inch e Round","","não aplicável","não publicado","unidade; Standard incluído; grips descartáveis disponíveis","lining, color packing, shading, filling, dot work e pepper shading; uso técnico conforme tabela do fabricante","especificação confirmada; presença comercial no Brasil não confirmada nesta pesquisa","Cheyenne comparison","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa sem fio tipo pen","cheyenne","sol nova unlimited 3.5","050","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Cheyenne","SOL Nova Unlimited 4.0","não publicado","Máquina rotativa sem fio tipo pen","Soft Edge / Curved Magnum","pen; brushless; bateria integrada/sem plug publicado na tabela","","Standard 33,0 mm; Disposable Grip Ergo 1-Inch e Round","","não aplicável","não publicado","unidade; Standard incluído; grips descartáveis disponíveis","lining, color packing, shading, filling, dot work e pepper shading; uso técnico conforme tabela do fabricante","especificação confirmada; presença comercial no Brasil não confirmada nesta pesquisa","Cheyenne comparison","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa sem fio tipo pen","cheyenne","sol nova unlimited 4.0","050","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Cheyenne","HAWK Pen","não publicado","Máquina rotativa tipo pen","","pen; motor com escovas; jack macho 3,5 mm","","grip S cônico; M 25,4 mm; D-Grip Ergo 1-Inch, Round e Long","","não aplicável","não publicado","unidade; grip M incluído","lining, color packing, shading, filling, dot work e pepper shading; uso técnico conforme tabela do fabricante","especificação confirmada; presença comercial no Brasil não confirmada nesta pesquisa","Cheyenne comparison","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa tipo pen","cheyenne","hawk pen","999","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Cheyenne","SOL Nova","não publicado","Máquina rotativa tipo pen","","pen; motor brushless; Steady Mode; jack macho 3,5 mm","","Standard 33,0 mm; D-Grip Ergo 1-Inch e Round","","não aplicável","não publicado","unidade; grip Standard incluído","lining, color packing, shading, filling, dot work e pepper shading; dot/pepper shading aparecem com maior adequação comparativa na tabela oficial","especificação confirmada; presença comercial no Brasil não confirmada nesta pesquisa","Cheyenne comparison","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa tipo pen","cheyenne","sol nova","999","999","00099"
"Máquinas, grips, fontes, baterias e cabos","FK Irons","Spektra Xion Stealth","não publicado","Máquina rotativa tipo pen","","alumínio aeronáutico; compatível com a maioria das fontes; rodas de curso intercambiáveis","","diâmetro não publicado na página consultada; peso 5,36 oz","","não aplicável","não publicado","unidade; rodas 3,2 mm e 3,7 mm incluídas","uso usual, confirmar com fabricante: curso curto/médio para lining, shading e packing conforme regulagem","especificação confirmada; presença comercial no Brasil não confirmada","FK Irons Xion Stealth","família/modelo","Referência técnica — validar Brasil/SKU","máquina rotativa tipo pen","fk irons","spektra xion stealth","999","999","00099"
"Batoques, copos de tinta, suportes e acessórios de pigmento","Kwadron","Box for Inkcups","não publicado","Organizador/caixa para batoques","","caixa; dimensões não publicadas","","","","","","1 unidade","Armazenamento e organização de copos; uso usual, confirmar com fabricante","","[1]","família/modelo","Fonte técnica modelada","organizador/caixa para batoques","kwadron","box for inkcups","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Pacote teste desafio","PDC225","Pacote desafio / processo não detalhado na listagem","","Pacote com indicador biológico","","não aplicável","","não aplicável","não aplicável","pacote","Pacote teste desafio; página oficial informa produto com resposta final negativa de 7 segundos, mas o método deve ser confirmado na ficha vigente","Presença comercial no Brasil confirmada; especificação completa não publicada na listagem","Sispack — PDC225","família/modelo","Fonte técnica modelada","pacote desafio / processo não detalhado na listagem","sispack","pacote teste desafio","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Pacote teste desafio com IB e integrador Comply SteriGage","41482F","Pacote desafio / vapor","","Pacote com IB de leitura final negativa em 1 h e integrador tipo 5","","não aplicável","","não aplicável","não aplicável","caixa com 24, conforme título da página","Desafio/monitoramento de esterilização a vapor","Produto publicado oficialmente no Brasil; confirmar ciclo e compatibilidade na IFU","3M Brasil — 41482F","família/modelo","Fonte técnica modelada","pacote desafio / vapor","3m / solventum","pacote teste desafio com ib e integrador comply sterigage","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Pacote teste desafio de vapor Attest","41382BR","Pacote desafio / vapor","","Pacote pronto com IB 1292 e integrador químico 1243R","","não aplicável","","não aplicável","não aplicável","caixa com 16 pacotes e 16 ampolas de controle, conforme página do produto","Monitoramento de rotina e qualificação de esterilização a vapor; página informa ciclos de 121 °C ≥30 min por gravidade e 132 °C ≥4 min por remoção dinâmica de ar","Produto publicado oficialmente no Brasil; indicação para autoclaves maiores que 56 L descrita na página do produto","3M Brasil — 41382BR","família/modelo","Fonte técnica modelada","pacote desafio / vapor","3m / solventum","pacote teste desafio de vapor attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","3M / Solventum","Pacote teste desafio de vapor Attest","41482V","Pacote desafio / vapor","","Pacote com IB 1292 e integrador tipo 5 1243R","","não aplicável","","não aplicável","não aplicável","não publicado na página resumida","Monitoramento de rotina/qualificação do processo a vapor; leitura super-rápida publicada","Produto publicado oficialmente no Brasil; apresentação completa deve ser confirmada","3M Brasil — 41482V","família/modelo","Pendente de validação de SKU","pacote desafio / vapor","3m / solventum","pacote teste desafio de vapor attest","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Pacote desafio com IB 20 min e IQ tipo 5","KPCD224-C","Pacote desafio / vapor","","Pacote com indicador biológico e integrador químico","","não aplicável","","não aplicável","não aplicável","pacote","Monitoramento/desafio do processo a vapor; resposta publicada de 20 minutos","Presença comercial no Brasil confirmada; compatibilidade do ciclo deve ser verificada na IFU","Sispack — Produtos","família/modelo","Fonte técnica modelada","pacote desafio / vapor","sispack","pacote desafio com ib 20 min e iq tipo 5","999","999","00099"
"Limpeza, desinfecção, esterilização, indicadores e embalagens","Sispack","Pacote teste desafio vapor 1 h vácuo e gravidade","PCD222 / KPCD222-C","Pacote desafio / vapor","","Pacote de uso único; PCD com IB e IQ tipo 5","","não aplicável","","não aplicável","não aplicável","pacote","Desafiar processos de esterilização a vapor em autoclaves assistidas por bomba; a ficha do KPCD222-C informa IB 1 h, IQ tipo 5 e indicador externo tipo 1","Presença comercial no Brasil confirmada; confirmar código exato e versão antes do cadastro","Sispack — PCD222, ficha KPCD222-C","família/modelo","Fonte técnica modelada","pacote desafio / vapor","sispack","pacote teste desafio vapor 1 h vácuo e gravidade","999","999","00099"
"Stencil: papel térmico, impressoras, transfer e fixadores","Spirit Tattoo","Classic Freehand","não publicado","papel de transferência / freehand","","formato e dimensões não publicados na página consultada","","não publicado","","não aplicável","não aplicável","apresentação e quantidade não publicadas na página consultada; produto listado pelo fabricante","desenho freehand e transferência manual; “uso usual, confirmar com fabricante” quanto a substrato e procedimento","Presença comercial: catálogo/revendedores Spirit; especificação confirmada apenas quanto à existência da linha","Spirit Classic Freehand","família/modelo","Fonte técnica modelada","papel de transferência / freehand","spirit tattoo","classic freehand","999","999","00099"
